user_id,signup_date,country,acquisition_channel
798,2025-02-12,UK,Referral
799,2025-06-18,UK,Facebook Ads
800,2025-11-21,Canada,Google Ads
801,2025-11-15,USA,Google Ads
802,2025-02-15,USA,Facebook Ads
803,2025-07-27,India,Organic
804,2025-12-06,India,Organic
805,2025-05-13,USA,Facebook Ads
806,2025-06-10,India,Referral
807,2025-03-20,Canada,Facebook Ads
808,2025-04-04,USA,Facebook Ads
809,2025-02-12,Canada,Facebook Ads
810,2025-11-25,USA,Organic
811,2025-10-23,India,Referral
812,2025-10-09,USA,Referral
813,2026-01-15,USA,Organic
814,2025-11-24,USA,Google Ads
815,2026-01-09,USA,Facebook Ads
816,2025-05-15,UK,Google Ads
817,2025-08-19,India,Referral
818,2026-01-30,USA,Facebook Ads
819,2026-01-16,India,Google Ads
820,2025-05-22,India,Google Ads
821,2025-06-26,USA,Referral
822,2025-08-31,India,Organic
823,2025-05-08,Canada,Google Ads
824,2025-10-05,India,Google Ads
825,2025-12-01,Canada,Google Ads
826,2025-08-07,India,Organic
827,2025-12-02,India,Referral
828,2025-04-27,India,Facebook Ads
829,2026-02-10,UK,Facebook Ads
830,2025-03-29,Canada,Referral
831,2025-03-23,UK,Referral
832,2025-11-03,Canada,Facebook Ads
833,2025-04-20,Canada,Organic
834,2025-11-26,UK,Facebook Ads
835,2025-09-04,UK,Google Ads
836,2025-09-04,USA,Organic
837,2025-05-25,USA,Facebook Ads
838,2025-03-22,UK,Facebook Ads
839,2025-06-11,Canada,Referral
840,2025-10-07,India,Google Ads
841,2026-01-02,Canada,Organic
842,2025-03-20,India,Organic
843,2026-01-12,UK,Referral
844,2025-08-30,UK,Google Ads
845,2025-11-24,UK,Facebook Ads
846,2025-10-06,USA,Google Ads
847,2025-03-21,India,Referral
848,2026-01-03,India,Referral
849,2025-07-03,USA,Facebook Ads
850,2025-10-24,USA,Google Ads
851,2025-09-29,UK,Organic
852,2026-02-03,UK,Google Ads
853,2025-10-17,USA,Facebook Ads
854,2025-12-21,UK,Referral
855,2025-10-12,India,Referral
856,2025-04-29,Canada,Facebook Ads
857,2025-03-19,Canada,Facebook Ads
858,2025-08-14,India,Facebook Ads
859,2025-09-12,UK,Facebook Ads
860,2025-12-20,USA,Facebook Ads
861,2025-12-15,India,Google Ads
862,2025-09-01,Canada,Organic
863,2025-04-05,India,Facebook Ads
864,2026-01-08,Canada,Facebook Ads
865,2025-05-12,India,Facebook Ads
866,2025-07-09,India,Google Ads
867,2025-11-25,USA,Google Ads
868,2025-05-08,USA,Facebook Ads
869,2025-06-06,India,Facebook Ads
870,2025-04-29,USA,Facebook Ads
871,2025-08-04,USA,Facebook Ads
872,2025-11-03,UK,Organic
873,2025-11-11,UK,Organic
874,2026-02-09,Canada,Google Ads
875,2025-06-07,India,Google Ads
876,2025-10-15,USA,Organic
877,2025-05-11,UK,Referral
878,2025-09-26,Canada,Referral
879,2025-09-10,Canada,Referral
880,2025-02-19,USA,Organic
881,2025-06-26,Canada,Facebook Ads
882,2025-12-11,USA,Google Ads
883,2025-04-21,India,Referral
884,2025-10-17,India,Referral
885,2025-02-21,India,Organic
886,2026-01-29,USA,Google Ads
887,2025-07-09,Canada,Google Ads
888,2025-03-26,USA,Google Ads
889,2025-11-23,USA,Facebook Ads
890,2026-01-16,USA,Organic
891,2025-09-12,USA,Organic
892,2025-06-18,India,Organic
893,2025-05-14,USA,Organic
894,2025-03-08,UK,Facebook Ads
895,2025-03-21,USA,Google Ads
896,2025-04-06,India,Organic
897,2025-10-23,UK,Google Ads
898,2025-11-09,USA,Facebook Ads
899,2025-10-25,UK,Google Ads
900,2025-04-10,India,Referral
901,2026-01-10,India,Referral
902,2026-01-12,Canada,Organic
903,2025-12-10,India,Referral
904,2026-01-06,Canada,Facebook Ads
905,2025-07-19,India,Organic
906,2025-08-05,UK,Referral
907,2025-05-11,Canada,Google Ads
908,2025-10-04,UK,Google Ads
909,2025-12-20,USA,Facebook Ads
910,2025-07-24,USA,Google Ads
911,2025-08-07,USA,Organic
912,2025-03-19,USA,Google Ads
913,2025-04-17,India,Facebook Ads
914,2025-11-30,USA,Organic
915,2026-01-29,India,Organic
916,2025-06-05,UK,Referral
917,2025-09-22,USA,Organic
918,2025-08-13,Canada,Google Ads
919,2025-02-16,India,Facebook Ads
920,2025-04-11,UK,Facebook Ads
921,2025-09-11,Canada,Referral
922,2025-03-26,UK,Facebook Ads
923,2025-10-01,Canada,Google Ads
924,2025-07-30,India,Facebook Ads
925,2025-03-08,USA,Google Ads
926,2025-05-22,Canada,Referral
927,2025-07-26,Canada,Facebook Ads
928,2025-04-07,Canada,Referral
929,2025-07-06,USA,Referral
930,2025-07-18,India,Facebook Ads
931,2025-12-30,USA,Facebook Ads
932,2025-11-03,UK,Referral
933,2025-03-13,Canada,Referral
934,2025-10-13,Canada,Referral
935,2025-03-14,India,Organic
936,2025-06-07,UK,Google Ads
937,2025-09-07,UK,Google Ads
938,2025-11-25,Canada,Google Ads
939,2026-01-16,USA,Google Ads
940,2025-08-04,UK,Google Ads
941,2025-06-20,UK,Google Ads
942,2025-09-08,UK,Google Ads
943,2025-05-31,Canada,Referral
944,2025-10-09,USA,Facebook Ads
945,2025-03-20,USA,Google Ads
946,2026-02-02,UK,Referral
947,2025-03-29,UK,Organic
948,2025-06-04,UK,Organic
949,2025-09-01,UK,Google Ads
950,2026-01-07,USA,Facebook Ads
951,2025-11-09,UK,Facebook Ads
952,2025-02-23,India,Organic
953,2025-08-01,India,Referral
954,2025-05-27,Canada,Facebook Ads
955,2025-02-14,India,Google Ads
956,2025-08-11,Canada,Referral
957,2026-01-22,USA,Facebook Ads
958,2025-06-30,USA,Google Ads
959,2025-12-04,Canada,Facebook Ads
960,2025-06-22,USA,Google Ads
961,2025-09-06,UK,Organic
962,2025-07-06,Canada,Organic
963,2026-02-08,Canada,Google Ads
964,2025-08-24,Canada,Referral
965,2026-01-31,India,Organic
966,2025-07-16,UK,Referral
967,2025-07-28,Canada,Referral
968,2025-09-19,UK,Google Ads
969,2025-04-19,India,Organic
970,2025-02-17,UK,Referral
971,2025-05-11,UK,Facebook Ads
972,2025-08-05,Canada,Referral
973,2025-11-19,India,Facebook Ads
974,2025-12-30,India,Google Ads
975,2025-12-13,UK,Organic
976,2025-11-10,UK,Organic
977,2025-12-24,UK,Google Ads
978,2025-03-30,USA,Referral
979,2025-10-28,India,Facebook Ads
980,2025-05-26,India,Organic
981,2026-01-16,UK,Organic
982,2025-07-22,India,Google Ads
983,2025-05-28,USA,Google Ads
984,2025-05-07,India,Facebook Ads
985,2026-01-09,USA,Facebook Ads
986,2026-01-16,India,Facebook Ads
987,2025-06-18,India,Facebook Ads
988,2025-07-10,USA,Organic
989,2025-03-26,India,Organic
990,2025-12-15,India,Google Ads
991,2025-10-07,Canada,Referral
992,2025-09-02,Canada,Referral
993,2025-03-30,USA,Google Ads
994,2025-08-07,India,Google Ads
995,2026-02-08,Canada,Google Ads
996,2026-01-23,India,Organic
997,2025-08-22,India,Referral
998,2025-08-05,India,Organic
999,2026-01-07,UK,Google Ads
1000,2025-06-27,USA,Facebook Ads
1001,2025-11-02,USA,Google Ads
1002,2025-04-20,UK,Referral
1003,2025-04-01,UK,Facebook Ads
1004,2025-12-21,Canada,Google Ads
1005,2025-11-13,India,Facebook Ads
1006,2025-05-30,USA,Facebook Ads
1007,2025-12-26,Canada,Referral
1008,2025-03-02,UK,Google Ads
1009,2025-11-13,USA,Facebook Ads
1010,2025-08-17,Canada,Google Ads
1011,2025-05-17,UK,Facebook Ads
1012,2025-10-25,Canada,Organic
1013,2025-12-24,India,Referral
1014,2025-05-02,UK,Facebook Ads
1015,2025-12-27,India,Referral
1016,2025-08-17,Canada,Facebook Ads
1017,2025-03-08,Canada,Organic
1018,2026-01-23,UK,Organic
1019,2025-10-01,USA,Google Ads
1020,2025-05-12,USA,Facebook Ads
1021,2025-10-22,USA,Organic
1022,2025-09-11,India,Organic
1023,2025-06-09,India,Google Ads
1024,2026-01-15,UK,Google Ads
1025,2026-01-07,Canada,Google Ads
1026,2025-05-16,UK,Google Ads
1027,2025-06-18,Canada,Google Ads
1028,2025-08-08,USA,Organic
1029,2025-12-08,UK,Google Ads
1030,2025-02-22,UK,Google Ads
1031,2025-05-03,UK,Google Ads
1032,2025-07-21,UK,Google Ads
1033,2026-02-07,Canada,Organic
1034,2025-07-20,USA,Google Ads
1035,2025-12-11,UK,Organic
1036,2025-06-18,India,Google Ads
1037,2025-07-30,Canada,Organic
1038,2025-04-03,India,Google Ads
1039,2026-02-09,UK,Google Ads
1040,2025-05-29,Canada,Organic
1041,2025-06-15,UK,Facebook Ads
1042,2025-12-10,Canada,Facebook Ads
1043,2025-04-18,Canada,Referral
1044,2025-05-14,USA,Organic
1045,2026-01-22,UK,Facebook Ads
1046,2025-04-06,UK,Facebook Ads
1047,2025-09-01,USA,Organic
1048,2025-03-23,USA,Referral
1049,2025-07-13,USA,Facebook Ads
1050,2025-03-05,Canada,Facebook Ads
1051,2025-12-14,India,Google Ads
1052,2025-04-26,India,Organic
1053,2025-08-28,UK,Facebook Ads
1054,2025-10-09,Canada,Referral
1055,2026-02-01,India,Referral
1056,2025-06-18,Canada,Facebook Ads
1057,2025-04-04,Canada,Facebook Ads
1058,2025-11-26,India,Organic
1059,2025-11-19,Canada,Referral
1060,2026-02-03,UK,Organic
1061,2025-09-21,UK,Google Ads
1062,2026-01-08,India,Organic
1063,2026-02-06,India,Facebook Ads
1064,2025-03-27,Canada,Google Ads
1065,2025-06-13,India,Referral
1066,2025-04-07,Canada,Referral
1067,2026-01-16,Canada,Referral
1068,2026-01-12,UK,Google Ads
1069,2025-11-22,India,Facebook Ads
1070,2025-05-13,USA,Referral
1071,2025-08-28,Canada,Facebook Ads
1072,2026-01-26,India,Facebook Ads
1073,2025-05-08,USA,Facebook Ads
1074,2025-03-20,Canada,Organic
1075,2025-04-20,USA,Google Ads
1076,2025-08-24,India,Referral
1077,2025-12-19,India,Organic
1078,2025-04-14,UK,Referral
1079,2025-05-13,Canada,Organic
1080,2026-02-10,USA,Referral
1081,2025-07-11,USA,Facebook Ads
1082,2025-07-17,Canada,Google Ads
1083,2025-08-28,Canada,Referral
1084,2025-03-22,USA,Referral
1085,2025-04-17,India,Google Ads
1086,2025-11-20,UK,Referral
1087,2026-01-14,UK,Referral
1088,2025-11-05,UK,Facebook Ads
1089,2025-03-26,Canada,Organic
1090,2025-03-13,UK,Referral
1091,2025-02-23,India,Facebook Ads
1092,2025-12-31,UK,Referral
1093,2025-04-17,USA,Referral
1094,2025-04-01,UK,Referral
1095,2025-04-23,India,Facebook Ads
1096,2025-04-16,India,Facebook Ads
1097,2025-07-04,Canada,Organic
1098,2026-01-13,Canada,Referral
1099,2025-11-08,India,Facebook Ads
1100,2025-11-07,UK,Facebook Ads
1101,2025-02-14,UK,Facebook Ads
1102,2026-01-02,USA,Facebook Ads
1103,2025-12-29,India,Referral
1104,2025-06-01,India,Google Ads
1105,2025-09-15,India,Referral
1106,2025-03-03,Canada,Google Ads
1107,2026-01-17,USA,Google Ads
1108,2025-09-19,UK,Google Ads
1109,2025-12-19,UK,Facebook Ads
1110,2026-01-24,India,Referral
1111,2025-12-31,Canada,Facebook Ads
1112,2025-05-23,UK,Referral
1113,2025-06-17,USA,Organic
1114,2025-03-04,Canada,Google Ads
1115,2025-07-15,UK,Facebook Ads
1116,2025-12-28,India,Facebook Ads
1117,2025-03-28,UK,Organic
1118,2025-05-01,India,Organic
1119,2025-10-31,UK,Referral
1120,2025-04-20,UK,Google Ads
1121,2025-06-09,USA,Google Ads
1122,2025-04-25,India,Facebook Ads
1123,2025-12-23,Canada,Facebook Ads
1124,2025-03-02,USA,Referral
1125,2025-08-28,India,Organic
1126,2025-08-01,UK,Facebook Ads
1127,2025-10-07,UK,Google Ads
1128,2026-01-26,UK,Google Ads
1129,2026-01-04,USA,Facebook Ads
1130,2025-07-20,India,Google Ads
1131,2026-01-02,UK,Facebook Ads
1132,2025-09-20,UK,Facebook Ads
1133,2025-12-16,Canada,Facebook Ads
1134,2025-09-26,India,Organic
1135,2025-11-02,USA,Organic
1136,2025-12-19,UK,Referral
1137,2025-05-28,UK,Organic
1138,2026-01-06,Canada,Facebook Ads
1139,2026-01-06,USA,Organic
1140,2025-06-26,India,Organic
1141,2025-04-21,USA,Organic
1142,2025-09-16,UK,Referral
1143,2025-05-03,Canada,Referral
1144,2025-03-26,India,Referral
1145,2025-11-15,USA,Google Ads
1146,2026-02-02,USA,Google Ads
1147,2026-01-09,India,Google Ads
1148,2025-12-15,Canada,Organic
1149,2025-10-04,India,Google Ads
1150,2025-03-11,UK,Facebook Ads
1151,2025-02-28,UK,Google Ads
1152,2025-08-27,India,Referral
1153,2026-01-31,USA,Facebook Ads
1154,2025-02-18,India,Facebook Ads
1155,2025-07-21,UK,Organic
1156,2025-10-08,India,Google Ads
1157,2025-05-12,India,Organic
1158,2025-09-10,USA,Facebook Ads
1159,2025-12-04,India,Referral
1160,2025-04-16,UK,Referral
1161,2025-04-09,USA,Referral
1162,2025-11-16,India,Facebook Ads
1163,2025-02-28,India,Referral
1164,2025-02-27,UK,Google Ads
1165,2025-10-04,Canada,Facebook Ads
1166,2025-10-05,UK,Facebook Ads
1167,2025-12-26,UK,Organic
1168,2025-05-12,Canada,Google Ads
1169,2025-06-28,UK,Facebook Ads
1170,2025-11-12,India,Organic
1171,2025-12-10,India,Organic
1172,2025-10-25,USA,Facebook Ads
1173,2025-03-29,Canada,Facebook Ads
1174,2025-06-19,India,Google Ads
1175,2025-12-14,Canada,Referral
1176,2025-03-15,USA,Facebook Ads
1177,2025-03-29,USA,Google Ads
1178,2025-08-29,UK,Organic
1179,2025-02-15,UK,Google Ads
1180,2025-09-28,USA,Organic
1181,2025-02-17,India,Facebook Ads
1182,2025-04-01,USA,Referral
1183,2025-12-23,India,Organic
1184,2025-12-11,Canada,Organic
1185,2025-03-07,USA,Organic
1186,2025-06-30,Canada,Google Ads
1187,2025-07-12,UK,Organic
1188,2025-11-22,UK,Organic
1189,2026-01-02,USA,Facebook Ads
1190,2025-06-20,UK,Organic
1191,2025-05-14,India,Organic
1192,2025-10-13,USA,Google Ads
1193,2025-10-19,Canada,Facebook Ads
1194,2025-10-25,USA,Referral
1195,2025-08-30,USA,Organic
1196,2025-03-23,UK,Organic
1197,2025-03-24,Canada,Facebook Ads
1198,2026-02-10,India,Referral
1199,2025-08-01,USA,Organic
1200,2025-09-03,USA,Google Ads
1201,2025-11-01,Canada,Organic
1202,2025-08-05,Canada,Referral
1203,2025-10-01,USA,Facebook Ads
1204,2025-11-29,India,Referral
1205,2025-10-31,UK,Referral
1206,2025-09-23,USA,Google Ads
1207,2025-03-20,UK,Organic
1208,2025-06-17,Canada,Referral
1209,2025-06-15,Canada,Facebook Ads
1210,2025-06-21,Canada,Organic
1211,2025-06-18,Canada,Referral
1212,2025-08-26,USA,Facebook Ads
1213,2025-06-22,UK,Organic
1214,2025-09-22,UK,Referral
1215,2025-10-02,UK,Facebook Ads
1216,2025-12-09,Canada,Organic
1217,2025-12-03,USA,Google Ads
1218,2026-02-08,USA,Google Ads
1219,2025-04-25,India,Referral
1220,2025-02-21,India,Referral
1221,2025-09-18,Canada,Organic
1222,2025-07-05,Canada,Referral
1223,2025-04-21,UK,Facebook Ads
1224,2025-08-18,USA,Organic
1225,2025-07-07,Canada,Referral
1226,2025-04-25,India,Google Ads
1227,2025-10-16,USA,Referral
1228,2025-03-21,India,Organic
1229,2025-08-06,USA,Facebook Ads
1230,2026-01-22,USA,Organic
1231,2025-08-25,Canada,Organic
1232,2025-08-27,India,Organic
1233,2025-12-29,Canada,Google Ads
1234,2026-01-01,UK,Google Ads
1235,2025-04-11,India,Facebook Ads
1236,2025-06-03,UK,Facebook Ads
1237,2025-11-12,USA,Facebook Ads
1238,2025-05-03,UK,Google Ads
1239,2025-03-26,UK,Facebook Ads
1240,2025-07-14,UK,Google Ads
1241,2025-10-19,UK,Organic
1242,2026-01-14,Canada,Organic
1243,2025-06-30,USA,Facebook Ads
1244,2025-09-07,Canada,Google Ads
1245,2025-08-17,Canada,Facebook Ads
1246,2025-08-18,Canada,Organic
1247,2025-03-19,India,Referral
1248,2026-01-20,India,Organic
1249,2026-02-09,USA,Google Ads
1250,2025-02-13,UK,Referral
1251,2025-04-18,USA,Google Ads
1252,2025-08-15,Canada,Facebook Ads
1253,2025-05-25,Canada,Facebook Ads
1254,2025-10-08,UK,Organic
1255,2025-07-29,Canada,Facebook Ads
1256,2025-08-12,India,Facebook Ads
1257,2026-01-14,UK,Google Ads
1258,2025-02-13,India,Google Ads
1259,2025-06-21,India,Facebook Ads
1260,2025-11-05,India,Referral
1261,2026-02-03,USA,Google Ads
1262,2025-07-22,Canada,Google Ads
1263,2025-04-20,UK,Google Ads
1264,2025-05-27,UK,Referral
1265,2025-10-31,UK,Facebook Ads
1266,2025-03-13,USA,Google Ads
1267,2025-03-06,UK,Facebook Ads
1268,2025-05-04,USA,Google Ads
1269,2025-11-06,India,Organic
1270,2025-06-10,UK,Organic
1271,2025-03-24,India,Facebook Ads
1272,2025-04-03,India,Facebook Ads
1273,2025-04-01,USA,Facebook Ads
1274,2025-11-21,Canada,Organic
1275,2025-03-16,USA,Facebook Ads
1276,2025-04-22,Canada,Google Ads
1277,2025-03-26,India,Facebook Ads
1278,2025-09-10,USA,Referral
1279,2025-04-12,India,Google Ads
1280,2025-09-09,USA,Facebook Ads
1281,2025-05-08,USA,Referral
1282,2025-11-27,India,Google Ads
1283,2025-09-11,USA,Referral
1284,2025-12-02,USA,Organic
1285,2025-08-03,UK,Organic
1286,2025-11-21,UK,Organic
1287,2026-01-29,Canada,Google Ads
1288,2025-03-31,USA,Google Ads
1289,2025-03-02,India,Google Ads
1290,2025-02-12,Canada,Organic
1291,2025-11-07,India,Google Ads
1292,2025-12-16,UK,Referral
1293,2025-07-23,India,Referral
1294,2026-01-15,UK,Referral
1295,2025-09-12,USA,Google Ads
1296,2025-11-30,UK,Organic
1297,2026-01-15,India,Google Ads
1298,2025-08-01,Canada,Google Ads
1299,2026-01-10,Canada,Referral
1300,2025-07-18,India,Referral
1301,2025-12-15,India,Facebook Ads
1302,2025-12-05,USA,Facebook Ads
1303,2025-04-26,USA,Referral
1304,2026-01-14,India,Facebook Ads
1305,2025-11-07,Canada,Organic
1306,2025-04-30,India,Facebook Ads
1307,2025-09-22,UK,Organic
1308,2025-02-21,Canada,Facebook Ads
1309,2025-05-08,UK,Google Ads
1310,2025-07-12,India,Facebook Ads
1311,2025-09-28,India,Referral
1312,2025-06-16,USA,Facebook Ads
1313,2025-12-23,UK,Facebook Ads
1314,2025-02-18,India,Google Ads
1315,2025-10-08,USA,Referral
1316,2025-05-23,USA,Google Ads
1317,2026-01-06,Canada,Facebook Ads
1318,2025-12-01,USA,Referral
1319,2026-01-23,Canada,Facebook Ads
1320,2025-08-08,USA,Facebook Ads
1321,2026-01-11,India,Facebook Ads
1322,2025-04-30,Canada,Organic
1323,2025-12-16,USA,Referral
1324,2025-08-21,Canada,Organic
1325,2025-11-24,UK,Referral
1326,2025-09-06,Canada,Facebook Ads
1327,2025-04-17,USA,Facebook Ads
1328,2025-03-14,USA,Facebook Ads
1329,2025-05-07,UK,Referral
1330,2026-01-26,UK,Facebook Ads
1331,2025-11-17,Canada,Organic
1332,2025-09-16,Canada,Facebook Ads
1333,2026-01-20,USA,Referral
1334,2025-05-06,India,Organic
1335,2025-10-31,UK,Organic
1336,2025-06-30,Canada,Facebook Ads
1337,2025-12-14,Canada,Google Ads
1338,2025-05-27,India,Google Ads
1339,2025-08-19,Canada,Google Ads
1340,2025-08-02,India,Facebook Ads
1341,2025-11-06,UK,Facebook Ads
1342,2026-01-05,India,Google Ads
1343,2025-06-01,Canada,Referral
1344,2025-08-10,India,Referral
1345,2025-03-23,Canada,Referral
1346,2025-06-20,Canada,Organic
1347,2025-04-27,India,Facebook Ads
1348,2025-05-10,UK,Referral
1349,2025-02-18,UK,Google Ads
1350,2025-12-04,Canada,Organic
1351,2025-10-26,UK,Referral
1352,2026-01-31,USA,Organic
1353,2025-07-25,USA,Google Ads
1354,2025-08-13,Canada,Google Ads
1355,2025-05-11,UK,Organic
1356,2025-12-04,Canada,Organic
1357,2025-12-30,Canada,Google Ads
1358,2025-07-13,India,Referral
1359,2025-12-11,India,Referral
1360,2026-01-25,USA,Google Ads
1361,2025-11-25,USA,Google Ads
1362,2026-02-09,India,Referral
1363,2025-03-28,Canada,Organic
1364,2026-01-09,India,Google Ads
1365,2025-07-03,Canada,Facebook Ads
1366,2025-12-23,USA,Google Ads
1367,2025-03-13,UK,Organic
1368,2025-06-08,Canada,Google Ads
1369,2025-07-29,USA,Google Ads
1370,2025-06-25,UK,Referral
1371,2025-05-07,UK,Google Ads
1372,2025-12-11,UK,Facebook Ads
1373,2025-11-21,Canada,Referral
1374,2025-07-04,UK,Facebook Ads
1375,2025-03-19,USA,Google Ads
1376,2025-07-22,USA,Google Ads
1377,2026-01-30,Canada,Referral
1378,2025-08-12,UK,Organic
1379,2025-07-02,USA,Organic
1380,2025-12-26,USA,Referral
1381,2025-12-25,India,Organic
1382,2025-12-19,UK,Google Ads
1383,2025-09-14,Canada,Organic
1384,2025-08-29,UK,Referral
1385,2025-05-09,USA,Organic
1386,2025-03-13,UK,Referral
1387,2025-10-27,Canada,Organic
1388,2025-11-28,Canada,Facebook Ads
1389,2025-11-23,India,Referral
1390,2025-06-14,Canada,Referral
1391,2026-01-20,USA,Google Ads
1392,2025-06-06,UK,Referral
1393,2025-04-13,Canada,Referral
1394,2025-08-28,USA,Facebook Ads
1395,2025-12-22,UK,Organic
1396,2025-05-25,Canada,Organic
1397,2025-05-20,Canada,Facebook Ads
1398,2025-06-21,USA,Google Ads
1399,2025-03-15,USA,Referral
1400,2025-03-20,Canada,Referral
1401,2025-05-22,UK,Organic
1402,2025-12-28,India,Referral
1403,2025-06-17,UK,Referral
1404,2025-10-24,UK,Google Ads
1405,2025-04-20,USA,Facebook Ads
1406,2025-10-16,Canada,Referral
1407,2025-04-21,UK,Google Ads
1408,2025-12-18,USA,Facebook Ads
1409,2025-02-27,USA,Referral
1410,2025-12-13,UK,Referral
1411,2025-06-03,Canada,Google Ads
1412,2025-02-12,UK,Organic
1413,2025-11-15,USA,Referral
1414,2025-09-29,India,Organic
1415,2025-03-06,Canada,Facebook Ads
1416,2025-02-28,India,Organic
1417,2025-09-20,Canada,Referral
1418,2025-04-27,UK,Organic
1419,2026-01-06,Canada,Organic
1420,2025-10-04,USA,Facebook Ads
1421,2025-10-28,India,Referral
1422,2025-12-05,UK,Organic
1423,2025-03-09,USA,Organic
1424,2025-09-01,UK,Referral
1425,2025-05-13,India,Facebook Ads
1426,2025-10-02,India,Google Ads
1427,2025-03-31,UK,Google Ads
1428,2025-03-14,USA,Organic
1429,2025-03-18,Canada,Organic
1430,2025-07-03,USA,Referral
1431,2025-06-09,USA,Facebook Ads
1432,2025-05-05,Canada,Referral
1433,2025-04-04,USA,Organic
1434,2025-05-12,Canada,Google Ads
1435,2025-03-10,Canada,Facebook Ads
1436,2026-01-20,India,Facebook Ads
1437,2025-04-13,USA,Referral
1438,2025-05-21,Canada,Facebook Ads
1439,2025-05-31,India,Facebook Ads
1440,2025-12-02,Canada,Facebook Ads
1441,2025-06-18,Canada,Facebook Ads
1442,2025-03-24,USA,Facebook Ads
1443,2025-05-16,Canada,Referral
1444,2025-02-13,USA,Facebook Ads
1445,2025-05-04,UK,Google Ads
1446,2025-05-05,UK,Facebook Ads
1447,2025-05-09,India,Organic
1448,2025-09-10,USA,Referral
1449,2025-03-08,India,Referral
1450,2025-08-28,India,Facebook Ads
1451,2025-04-05,India,Facebook Ads
1452,2025-11-09,USA,Google Ads
1453,2025-11-19,Canada,Google Ads
1454,2025-12-02,Canada,Referral
1455,2025-12-08,Canada,Google Ads
1456,2025-04-14,India,Google Ads
1457,2025-12-15,India,Referral
1458,2025-07-22,Canada,Referral
1459,2025-04-05,USA,Facebook Ads
1460,2025-12-01,India,Referral
1461,2025-10-31,Canada,Organic
1462,2025-07-05,Canada,Google Ads
1463,2025-03-17,USA,Organic
1464,2025-08-25,India,Referral
1465,2025-03-12,India,Organic
1466,2025-02-12,Canada,Facebook Ads
1467,2025-10-11,India,Referral
1468,2025-11-16,Canada,Organic
1469,2025-11-09,UK,Referral
1470,2025-06-04,India,Organic
1471,2025-04-06,UK,Referral
1472,2025-06-06,India,Referral
1473,2025-05-03,Canada,Organic
1474,2025-11-27,USA,Google Ads
1475,2025-07-30,India,Referral
1476,2025-08-24,Canada,Organic
1477,2025-04-30,USA,Organic
1478,2025-02-15,UK,Organic
1479,2025-10-16,Canada,Referral
1480,2025-10-25,UK,Organic
1481,2025-08-22,Canada,Facebook Ads
1482,2025-08-25,UK,Google Ads
1483,2026-01-04,Canada,Referral
1484,2025-05-29,India,Facebook Ads
1485,2025-03-24,UK,Facebook Ads
1486,2026-01-20,USA,Facebook Ads
1487,2025-08-07,UK,Facebook Ads
1488,2025-08-18,UK,Facebook Ads
1489,2025-12-09,Canada,Referral
1490,2025-08-10,USA,Organic
1491,2025-03-01,UK,Referral
1492,2025-11-18,Canada,Google Ads
1493,2025-09-12,India,Facebook Ads
1494,2025-08-27,India,Google Ads
1495,2025-02-20,India,Google Ads
1496,2025-03-01,Canada,Organic
1497,2025-10-18,India,Google Ads
1498,2025-05-29,UK,Referral
1499,2025-10-21,India,Facebook Ads
1500,2025-04-27,India,Facebook Ads
1501,2026-01-26,USA,Organic
1502,2025-04-25,Canada,Google Ads
1503,2026-02-09,India,Google Ads
1504,2025-04-01,India,Facebook Ads
1505,2026-01-28,Canada,Google Ads
1506,2025-09-16,UK,Organic
1507,2025-12-04,India,Organic
1508,2025-08-02,India,Facebook Ads
1509,2025-07-14,Canada,Referral
1510,2026-01-27,India,Organic
1511,2025-04-03,UK,Organic
1512,2025-12-30,India,Referral
1513,2026-01-26,Canada,Facebook Ads
1514,2025-11-09,Canada,Referral
1515,2025-11-09,India,Referral
1516,2025-03-30,Canada,Google Ads
1517,2025-03-24,India,Google Ads
1518,2025-05-05,UK,Facebook Ads
1519,2025-05-11,UK,Facebook Ads
1520,2025-05-16,USA,Referral
1521,2025-02-27,USA,Organic
1522,2025-11-26,India,Facebook Ads
1523,2025-03-01,Canada,Google Ads
1524,2025-06-04,UK,Organic
1525,2025-11-22,UK,Organic
1526,2025-02-15,USA,Google Ads
1527,2025-11-23,Canada,Referral
1528,2025-06-29,India,Google Ads
1529,2026-01-30,Canada,Facebook Ads
1530,2025-07-04,USA,Referral
1531,2025-12-08,UK,Organic
1532,2025-10-01,India,Google Ads
1533,2025-05-06,India,Referral
1534,2025-09-26,Canada,Facebook Ads
1535,2025-10-11,Canada,Referral
1536,2025-07-07,Canada,Referral
1537,2026-02-06,USA,Facebook Ads
1538,2025-10-06,India,Google Ads
1539,2025-08-08,Canada,Facebook Ads
1540,2025-04-17,Canada,Referral
1541,2025-10-22,Canada,Organic
1542,2025-03-11,UK,Organic
1543,2025-11-08,UK,Organic
1544,2025-07-02,USA,Referral
1545,2025-05-05,Canada,Google Ads
1546,2025-08-19,Canada,Organic
1547,2025-03-25,Canada,Referral
1548,2025-10-21,Canada,Organic
1549,2025-12-10,UK,Referral
1550,2025-06-23,Canada,Organic
1551,2025-10-03,Canada,Referral
1552,2025-05-06,USA,Facebook Ads
1553,2025-07-19,USA,Organic
1554,2025-06-23,Canada,Google Ads
1555,2025-11-12,UK,Organic
1556,2025-12-28,UK,Organic
1557,2025-03-16,India,Google Ads
1558,2025-11-17,Canada,Organic
1559,2025-11-17,Canada,Organic
1560,2025-08-06,UK,Referral
