user_id,sessions_date,device,,,,,,,,,,,,,,,,,,,,,Mobile
2512,2025-08-06,Tablet,,,,,,,,,,,,,,,,,,,,,
2922,2025-01-24,Mobile,,,,,,,,,,,,,,,,,,,,,
3624,2025-02-13,Tablet,,,,,,,,,,,,,,,,,,,,,
3415,2025-05-10,Desktop,,,,,,,,,,,,,,,,,,,,,
900,2025-12-27,Mobile,,,,,,,,,,,,,,,,,,,,,
4866,2025-11-16,Mobile,,,,,,,,,,,,,,,,,,,,,
220,2025-12-15,Tablet,,,,,,,,,,,,,,,,,,,,,
2112,2025-10-10,Mobile,,,,,,,,,,,,,,,,,,,,,
2956,2025-10-16,Desktop,,,,,,,,,,,,,,,,,,,,,
449,2025-04-18,Tablet,,,,,,,,,,,,,,,,,,,,,
4948,2025-07-01,Desktop,,,,,,,,,,,,,,,,,,,,,
2918,2025-06-14,Desktop,,,,,,,,,,,,,,,,,,,,,
1883,2025-06-28,Mobile,,,,,,,,,,,,,,,,,,,,,
3434,2025-06-23,Desktop,,,,,,,,,,,,,,,,,,,,,
1483,2025-08-09,Desktop,,,,,,,,,,,,,,,,,,,,,
675,2025-10-23,Desktop,,,,,,,,,,,,,,,,,,,,,
4663,2025-04-18,Desktop,,,,,,,,,,,,,,,,,,,,,
3630,2025-06-18,Mobile,,,,,,,,,,,,,,,,,,,,,
361,2025-02-02,Mobile,,,,,,,,,,,,,,,,,,,,,
4994,2025-09-03,Desktop,,,,,,,,,,,,,,,,,,,,,
3933,2025-10-25,Tablet,,,,,,,,,,,,,,,,,,,,,
1951,2025-07-01,Mobile,,,,,,,,,,,,,,,,,,,,,
1,2025-04-19,Tablet,,,,,,,,,,,,,,,,,,,,,
2460,2025-03-28,Tablet,,,,,,,,,,,,,,,,,,,,,
1582,2025-09-10,Mobile,,,,,,,,,,,,,,,,,,,,,
3703,2025-10-22,Mobile,,,,,,,,,,,,,,,,,,,,,
4010,2025-06-28,Desktop,,,,,,,,,,,,,,,,,,,,,
92,2025-04-12,Desktop,,,,,,,,,,,,,,,,,,,,,
160,2025-12-17,Mobile,,,,,,,,,,,,,,,,,,,,,
3416,2025-07-01,Desktop,,,,,,,,,,,,,,,,,,,,,
2921,2025-08-15,Tablet,,,,,,,,,,,,,,,,,,,,,
3405,2025-08-16,Desktop,,,,,,,,,,,,,,,,,,,,,
575,2025-03-19,Mobile,,,,,,,,,,,,,,,,,,,,,
4992,2025-12-11,Desktop,,,,,,,,,,,,,,,,,,,,,
3848,2025-12-08,Tablet,,,,,,,,,,,,,,,,,,,,,
1140,2025-02-19,Tablet,,,,,,,,,,,,,,,,,,,,,
4014,2025-08-14,Desktop,,,,,,,,,,,,,,,,,,,,,
2840,2025-04-07,Tablet,,,,,,,,,,,,,,,,,,,,,
4601,2025-03-15,Tablet,,,,,,,,,,,,,,,,,,,,,
1880,2025-06-25,Desktop,,,,,,,,,,,,,,,,,,,,,
3713,2025-03-10,Mobile,,,,,,,,,,,,,,,,,,,,,
478,2025-04-23,Mobile,,,,,,,,,,,,,,,,,,,,,
1873,2025-05-11,Desktop,,,,,,,,,,,,,,,,,,,,,
990,2025-06-05,Desktop,,,,,,,,,,,,,,,,,,,,,
3808,2025-06-08,Mobile,,,,,,,,,,,,,,,,,,,,,
2514,2025-08-17,Mobile,,,,,,,,,,,,,,,,,,,,,
1219,2025-12-08,Mobile,,,,,,,,,,,,,,,,,,,,,
3730,2025-05-28,Tablet,,,,,,,,,,,,,,,,,,,,,
136,2025-04-13,Mobile,,,,,,,,,,,,,,,,,,,,,
3006,2025-11-14,Tablet,,,,,,,,,,,,,,,,,,,,,
72,2025-02-22,Mobile,,,,,,,,,,,,,,,,,,,,,
41,2025-11-26,Mobile,,,,,,,,,,,,,,,,,,,,,
260,2025-05-28,Desktop,,,,,,,,,,,,,,,,,,,,,
3638,2025-12-19,Tablet,,,,,,,,,,,,,,,,,,,,,
1702,2025-05-22,Tablet,,,,,,,,,,,,,,,,,,,,,
2874,2025-05-25,Mobile,,,,,,,,,,,,,,,,,,,,,
1727,2025-01-05,Desktop,,,,,,,,,,,,,,,,,,,,,
1858,2025-05-28,Desktop,,,,,,,,,,,,,,,,,,,,,
759,2025-05-02,Tablet,,,,,,,,,,,,,,,,,,,,,
1903,2025-07-03,Mobile,,,,,,,,,,,,,,,,,,,,,
3987,2025-07-16,Desktop,,,,,,,,,,,,,,,,,,,,,
4497,2025-11-21,Mobile,,,,,,,,,,,,,,,,,,,,,
555,2025-07-25,Desktop,,,,,,,,,,,,,,,,,,,,,
1382,2025-10-07,Tablet,,,,,,,,,,,,,,,,,,,,,
161,2025-03-23,Mobile,,,,,,,,,,,,,,,,,,,,,
2631,2025-09-07,Mobile,,,,,,,,,,,,,,,,,,,,,
1785,2025-05-22,Desktop,,,,,,,,,,,,,,,,,,,,,
2291,2025-10-11,Desktop,,,,,,,,,,,,,,,,,,,,,
1986,2025-02-01,Tablet,,,,,,,,,,,,,,,,,,,,,
2550,2025-03-22,Tablet,,,,,,,,,,,,,,,,,,,,,
4523,2025-10-08,Mobile,,,,,,,,,,,,,,,,,,,,,
1883,2025-07-19,Mobile,,,,,,,,,,,,,,,,,,,,,
3875,2025-12-01,Mobile,,,,,,,,,,,,,,,,,,,,,
4408,2025-02-26,Desktop,,,,,,,,,,,,,,,,,,,,,
497,2025-04-11,Tablet,,,,,,,,,,,,,,,,,,,,,
122,2025-03-09,Mobile,,,,,,,,,,,,,,,,,,,,,
299,2025-10-07,Desktop,,,,,,,,,,,,,,,,,,,,,
3704,2025-01-20,Mobile,,,,,,,,,,,,,,,,,,,,,
772,2025-02-01,Tablet,,,,,,,,,,,,,,,,,,,,,
1048,2025-05-09,Tablet,,,,,,,,,,,,,,,,,,,,,
3117,2025-06-01,Desktop,,,,,,,,,,,,,,,,,,,,,
2743,2025-08-26,Mobile,,,,,,,,,,,,,,,,,,,,,
663,2025-06-21,Tablet,,,,,,,,,,,,,,,,,,,,,
3944,2025-04-17,Tablet,,,,,,,,,,,,,,,,,,,,,
3005,2025-08-12,Desktop,,,,,,,,,,,,,,,,,,,,,
2344,2025-08-18,Desktop,,,,,,,,,,,,,,,,,,,,,
1280,2025-12-11,Desktop,,,,,,,,,,,,,,,,,,,,,
3992,2025-10-23,Mobile,,,,,,,,,,,,,,,,,,,,,
3357,2025-11-16,Mobile,,,,,,,,,,,,,,,,,,,,,
2442,2025-03-07,Mobile,,,,,,,,,,,,,,,,,,,,,
3060,2025-03-03,Desktop,,,,,,,,,,,,,,,,,,,,,
514,2025-02-12,Desktop,,,,,,,,,,,,,,,,,,,,,
4431,2025-01-22,Tablet,,,,,,,,,,,,,,,,,,,,,
3870,2025-11-20,Desktop,,,,,,,,,,,,,,,,,,,,,
4415,2025-04-16,Mobile,,,,,,,,,,,,,,,,,,,,,
2767,2025-04-22,Desktop,,,,,,,,,,,,,,,,,,,,,
2395,2025-01-21,Desktop,,,,,,,,,,,,,,,,,,,,,
2520,2025-05-05,Tablet,,,,,,,,,,,,,,,,,,,,,
2552,2025-01-19,Tablet,,,,,,,,,,,,,,,,,,,,,
577,2025-04-17,Mobile,,,,,,,,,,,,,,,,,,,,,
1275,2025-05-07,Mobile,,,,,,,,,,,,,,,,,,,,,
683,2025-12-26,Desktop,,,,,,,,,,,,,,,,,,,,,
70,2025-05-02,Desktop,,,,,,,,,,,,,,,,,,,,,
2118,2025-01-03,Desktop,,,,,,,,,,,,,,,,,,,,,
4866,2025-09-03,Desktop,,,,,,,,,,,,,,,,,,,,,
4112,2025-12-20,Desktop,,,,,,,,,,,,,,,,,,,,,
409,2025-11-02,Desktop,,,,,,,,,,,,,,,,,,,,,
2716,2025-02-01,Desktop,,,,,,,,,,,,,,,,,,,,,
2232,2025-01-14,Tablet,,,,,,,,,,,,,,,,,,,,,
1286,2025-10-03,Desktop,,,,,,,,,,,,,,,,,,,,,
3545,2025-02-16,Tablet,,,,,,,,,,,,,,,,,,,,,
2523,2025-10-21,Tablet,,,,,,,,,,,,,,,,,,,,,
341,2025-08-11,Mobile,,,,,,,,,,,,,,,,,,,,,
2569,2025-04-17,Mobile,,,,,,,,,,,,,,,,,,,,,
2584,2025-11-06,Mobile,,,,,,,,,,,,,,,,,,,,,
2088,2025-07-18,Desktop,,,,,,,,,,,,,,,,,,,,,
2043,2025-05-05,Tablet,,,,,,,,,,,,,,,,,,,,,
3014,2025-05-03,Tablet,,,,,,,,,,,,,,,,,,,,,
3223,2025-11-08,Tablet,,,,,,,,,,,,,,,,,,,,,
3150,2025-10-16,Tablet,,,,,,,,,,,,,,,,,,,,,
2539,2025-07-05,Tablet,,,,,,,,,,,,,,,,,,,,,
1957,2025-03-17,Tablet,,,,,,,,,,,,,,,,,,,,,
1536,2025-01-11,Mobile,,,,,,,,,,,,,,,,,,,,,
3316,2025-12-14,Mobile,,,,,,,,,,,,,,,,,,,,,
555,2025-08-21,Mobile,,,,,,,,,,,,,,,,,,,,,
561,2025-10-11,Desktop,,,,,,,,,,,,,,,,,,,,,
3292,2025-02-10,Tablet,,,,,,,,,,,,,,,,,,,,,
3867,2025-10-01,Mobile,,,,,,,,,,,,,,,,,,,,,
4949,2025-05-11,Mobile,,,,,,,,,,,,,,,,,,,,,
2676,2025-03-21,Mobile,,,,,,,,,,,,,,,,,,,,,
1311,2025-05-01,Desktop,,,,,,,,,,,,,,,,,,,,,
1581,2025-03-09,Desktop,,,,,,,,,,,,,,,,,,,,,
1372,2025-12-21,Desktop,,,,,,,,,,,,,,,,,,,,,
2706,2025-04-25,Tablet,,,,,,,,,,,,,,,,,,,,,
234,2025-07-25,Mobile,,,,,,,,,,,,,,,,,,,,,
1423,2025-09-07,Mobile,,,,,,,,,,,,,,,,,,,,,
284,2025-05-26,Mobile,,,,,,,,,,,,,,,,,,,,,
3034,2025-05-24,Mobile,,,,,,,,,,,,,,,,,,,,,
687,2025-04-17,Desktop,,,,,,,,,,,,,,,,,,,,,
363,2025-02-18,Mobile,,,,,,,,,,,,,,,,,,,,,
2099,2025-03-14,Desktop,,,,,,,,,,,,,,,,,,,,,
2886,2025-12-17,Mobile,,,,,,,,,,,,,,,,,,,,,
2131,2025-01-20,Desktop,,,,,,,,,,,,,,,,,,,,,
1875,2025-02-22,Desktop,,,,,,,,,,,,,,,,,,,,,
4493,2025-03-14,Desktop,,,,,,,,,,,,,,,,,,,,,
3581,2025-05-12,Tablet,,,,,,,,,,,,,,,,,,,,,
2227,2025-06-28,Tablet,,,,,,,,,,,,,,,,,,,,,
1775,2025-03-02,Desktop,,,,,,,,,,,,,,,,,,,,,
2398,2025-08-07,Mobile,,,,,,,,,,,,,,,,,,,,,
1793,2025-04-26,Mobile,,,,,,,,,,,,,,,,,,,,,
3482,2025-04-09,Mobile,,,,,,,,,,,,,,,,,,,,,
2371,2025-09-23,Desktop,,,,,,,,,,,,,,,,,,,,,
3863,2025-06-27,Desktop,,,,,,,,,,,,,,,,,,,,,
857,2025-12-06,Mobile,,,,,,,,,,,,,,,,,,,,,
1354,2025-10-20,Tablet,,,,,,,,,,,,,,,,,,,,,
2523,2025-02-28,Mobile,,,,,,,,,,,,,,,,,,,,,
658,2025-02-26,Tablet,,,,,,,,,,,,,,,,,,,,,
4191,2025-12-01,Desktop,,,,,,,,,,,,,,,,,,,,,
3255,2025-02-04,Desktop,,,,,,,,,,,,,,,,,,,,,
419,2025-01-26,Mobile,,,,,,,,,,,,,,,,,,,,,
384,2025-02-08,Mobile,,,,,,,,,,,,,,,,,,,,,
3046,2025-01-14,Desktop,,,,,,,,,,,,,,,,,,,,,
3766,2025-01-14,Tablet,,,,,,,,,,,,,,,,,,,,,
678,2025-05-23,Mobile,,,,,,,,,,,,,,,,,,,,,
4419,2025-07-20,Mobile,,,,,,,,,,,,,,,,,,,,,
4609,2025-06-12,Mobile,,,,,,,,,,,,,,,,,,,,,
4259,2025-01-25,Mobile,,,,,,,,,,,,,,,,,,,,,
853,2025-10-07,Tablet,,,,,,,,,,,,,,,,,,,,,
1605,2025-09-17,Desktop,,,,,,,,,,,,,,,,,,,,,
32,2025-05-23,Mobile,,,,,,,,,,,,,,,,,,,,,
504,2025-10-20,Mobile,,,,,,,,,,,,,,,,,,,,,
4702,2025-04-02,Tablet,,,,,,,,,,,,,,,,,,,,,
2751,2025-02-10,Desktop,,,,,,,,,,,,,,,,,,,,,
3931,2025-08-05,Mobile,,,,,,,,,,,,,,,,,,,,,
2998,2025-02-24,Desktop,,,,,,,,,,,,,,,,,,,,,
792,2025-04-16,Tablet,,,,,,,,,,,,,,,,,,,,,
224,2025-12-26,Desktop,,,,,,,,,,,,,,,,,,,,,
4291,2025-03-20,Desktop,,,,,,,,,,,,,,,,,,,,,
888,2025-02-25,Desktop,,,,,,,,,,,,,,,,,,,,,
1489,2025-10-19,Desktop,,,,,,,,,,,,,,,,,,,,,
2114,2025-02-13,Desktop,,,,,,,,,,,,,,,,,,,,,
3330,2025-09-06,Mobile,,,,,,,,,,,,,,,,,,,,,
2731,2025-07-10,Tablet,,,,,,,,,,,,,,,,,,,,,
3955,2025-01-23,Tablet,,,,,,,,,,,,,,,,,,,,,
2060,2025-07-15,Mobile,,,,,,,,,,,,,,,,,,,,,
4090,2025-12-11,Mobile,,,,,,,,,,,,,,,,,,,,,
3515,2025-08-02,Mobile,,,,,,,,,,,,,,,,,,,,,
1645,2025-06-15,Tablet,,,,,,,,,,,,,,,,,,,,,
1606,2025-10-02,Desktop,,,,,,,,,,,,,,,,,,,,,
1550,2025-08-18,Mobile,,,,,,,,,,,,,,,,,,,,,
391,2025-01-14,Mobile,,,,,,,,,,,,,,,,,,,,,
1191,2025-09-07,Mobile,,,,,,,,,,,,,,,,,,,,,
3310,2025-11-27,Mobile,,,,,,,,,,,,,,,,,,,,,
3060,2025-12-15,Desktop,,,,,,,,,,,,,,,,,,,,,
20,2025-02-05,Tablet,,,,,,,,,,,,,,,,,,,,,
3819,2025-04-15,Mobile,,,,,,,,,,,,,,,,,,,,,
2641,2025-03-08,Desktop,,,,,,,,,,,,,,,,,,,,,
3682,2025-04-14,Mobile,,,,,,,,,,,,,,,,,,,,,
2171,2025-03-19,Tablet,,,,,,,,,,,,,,,,,,,,,
3255,2025-12-02,Mobile,,,,,,,,,,,,,,,,,,,,,
2585,2025-11-10,Tablet,,,,,,,,,,,,,,,,,,,,,
3959,2025-02-15,Mobile,,,,,,,,,,,,,,,,,,,,,
3893,2025-08-13,Mobile,,,,,,,,,,,,,,,,,,,,,
2446,2025-11-01,Tablet,,,,,,,,,,,,,,,,,,,,,
4061,2025-01-19,Tablet,,,,,,,,,,,,,,,,,,,,,
1269,2025-03-26,Mobile,,,,,,,,,,,,,,,,,,,,,
1801,2025-07-09,Tablet,,,,,,,,,,,,,,,,,,,,,
3288,2025-09-26,Desktop,,,,,,,,,,,,,,,,,,,,,
2676,2025-12-12,Desktop,,,,,,,,,,,,,,,,,,,,,
4099,2025-02-01,Tablet,,,,,,,,,,,,,,,,,,,,,
2673,2025-09-05,Mobile,,,,,,,,,,,,,,,,,,,,,
1641,2025-07-18,Mobile,,,,,,,,,,,,,,,,,,,,,
3187,2025-05-03,Desktop,,,,,,,,,,,,,,,,,,,,,
3937,2025-10-06,Desktop,,,,,,,,,,,,,,,,,,,,,
3932,2025-04-27,Mobile,,,,,,,,,,,,,,,,,,,,,
3372,2025-01-09,Tablet,,,,,,,,,,,,,,,,,,,,,
2014,2025-02-12,Mobile,,,,,,,,,,,,,,,,,,,,,
4257,2025-11-16,Tablet,,,,,,,,,,,,,,,,,,,,,
1707,2025-12-17,Mobile,,,,,,,,,,,,,,,,,,,,,
4784,2025-10-16,Mobile,,,,,,,,,,,,,,,,,,,,,
4257,2025-05-17,Mobile,,,,,,,,,,,,,,,,,,,,,
3808,2025-01-18,Desktop,,,,,,,,,,,,,,,,,,,,,
561,2025-08-19,Tablet,,,,,,,,,,,,,,,,,,,,,
3449,2025-12-22,Mobile,,,,,,,,,,,,,,,,,,,,,
4821,2025-02-11,Tablet,,,,,,,,,,,,,,,,,,,,,
1154,2025-06-02,Desktop,,,,,,,,,,,,,,,,,,,,,
1108,2025-03-08,Desktop,,,,,,,,,,,,,,,,,,,,,
1124,2025-09-13,Tablet,,,,,,,,,,,,,,,,,,,,,
3267,2025-12-20,Mobile,,,,,,,,,,,,,,,,,,,,,
2482,2025-02-08,Desktop,,,,,,,,,,,,,,,,,,,,,
717,2025-02-13,Tablet,,,,,,,,,,,,,,,,,,,,,
2351,2025-11-02,Mobile,,,,,,,,,,,,,,,,,,,,,
3141,2025-02-02,Tablet,,,,,,,,,,,,,,,,,,,,,
1630,2025-10-13,Desktop,,,,,,,,,,,,,,,,,,,,,
2643,2025-11-15,Tablet,,,,,,,,,,,,,,,,,,,,,
4196,2025-05-27,Tablet,,,,,,,,,,,,,,,,,,,,,
2054,2025-12-02,Mobile,,,,,,,,,,,,,,,,,,,,,
811,2025-07-28,Tablet,,,,,,,,,,,,,,,,,,,,,
2099,2025-07-17,Mobile,,,,,,,,,,,,,,,,,,,,,
3122,2025-11-12,Tablet,,,,,,,,,,,,,,,,,,,,,
483,2025-03-28,Desktop,,,,,,,,,,,,,,,,,,,,,
4121,2025-09-06,Mobile,,,,,,,,,,,,,,,,,,,,,
3274,2025-11-09,Tablet,,,,,,,,,,,,,,,,,,,,,
3915,2025-02-11,Mobile,,,,,,,,,,,,,,,,,,,,,
4279,2025-08-05,Tablet,,,,,,,,,,,,,,,,,,,,,
3036,2025-12-22,Mobile,,,,,,,,,,,,,,,,,,,,,
4959,2025-04-21,Tablet,,,,,,,,,,,,,,,,,,,,,
260,2025-04-21,Desktop,,,,,,,,,,,,,,,,,,,,,
1285,2025-06-19,Mobile,,,,,,,,,,,,,,,,,,,,,
3632,2025-08-02,Tablet,,,,,,,,,,,,,,,,,,,,,
1347,2025-10-28,Tablet,,,,,,,,,,,,,,,,,,,,,
4038,2025-02-16,Tablet,,,,,,,,,,,,,,,,,,,,,
1185,2025-11-11,Desktop,,,,,,,,,,,,,,,,,,,,,
2469,2025-04-13,Desktop,,,,,,,,,,,,,,,,,,,,,
3073,2025-02-24,Desktop,,,,,,,,,,,,,,,,,,,,,
169,2025-07-07,Desktop,,,,,,,,,,,,,,,,,,,,,
908,2025-03-12,Desktop,,,,,,,,,,,,,,,,,,,,,
3138,2025-09-27,Tablet,,,,,,,,,,,,,,,,,,,,,
1933,2025-08-01,Tablet,,,,,,,,,,,,,,,,,,,,,
72,2025-03-03,Desktop,,,,,,,,,,,,,,,,,,,,,
1367,2025-02-08,Tablet,,,,,,,,,,,,,,,,,,,,,
1298,2025-07-06,Mobile,,,,,,,,,,,,,,,,,,,,,
3067,2025-04-18,Mobile,,,,,,,,,,,,,,,,,,,,,
4776,2025-06-03,Tablet,,,,,,,,,,,,,,,,,,,,,
2542,2025-09-27,Mobile,,,,,,,,,,,,,,,,,,,,,
3159,2025-02-20,Desktop,,,,,,,,,,,,,,,,,,,,,
4829,2025-09-28,Tablet,,,,,,,,,,,,,,,,,,,,,
1531,2025-03-02,Mobile,,,,,,,,,,,,,,,,,,,,,
3803,2025-02-12,Tablet,,,,,,,,,,,,,,,,,,,,,
892,2025-10-05,Mobile,,,,,,,,,,,,,,,,,,,,,
4256,2025-05-16,Desktop,,,,,,,,,,,,,,,,,,,,,
1223,2025-10-20,Desktop,,,,,,,,,,,,,,,,,,,,,
456,2025-07-17,Desktop,,,,,,,,,,,,,,,,,,,,,
879,2025-02-10,Mobile,,,,,,,,,,,,,,,,,,,,,
513,2025-10-13,Mobile,,,,,,,,,,,,,,,,,,,,,
4662,2025-02-02,Desktop,,,,,,,,,,,,,,,,,,,,,
2049,2025-05-10,Tablet,,,,,,,,,,,,,,,,,,,,,
1018,2025-03-11,Mobile,,,,,,,,,,,,,,,,,,,,,
2912,2025-12-02,Desktop,,,,,,,,,,,,,,,,,,,,,
1398,2025-11-10,Tablet,,,,,,,,,,,,,,,,,,,,,
3269,2025-07-14,Desktop,,,,,,,,,,,,,,,,,,,,,
4343,2025-08-24,Tablet,,,,,,,,,,,,,,,,,,,,,
3611,2025-06-10,Mobile,,,,,,,,,,,,,,,,,,,,,
4178,2025-02-14,Tablet,,,,,,,,,,,,,,,,,,,,,
1967,2025-09-09,Mobile,,,,,,,,,,,,,,,,,,,,,
46,2025-04-02,Mobile,,,,,,,,,,,,,,,,,,,,,
113,2025-11-24,Mobile,,,,,,,,,,,,,,,,,,,,,
2535,2025-04-01,Mobile,,,,,,,,,,,,,,,,,,,,,
3691,2025-09-28,Mobile,,,,,,,,,,,,,,,,,,,,,
2494,2025-11-08,Mobile,,,,,,,,,,,,,,,,,,,,,
1368,2025-08-10,Mobile,,,,,,,,,,,,,,,,,,,,,
1152,2025-11-13,Tablet,,,,,,,,,,,,,,,,,,,,,
3721,2025-02-24,Desktop,,,,,,,,,,,,,,,,,,,,,
2258,2025-06-04,Tablet,,,,,,,,,,,,,,,,,,,,,
1511,2025-09-05,Tablet,,,,,,,,,,,,,,,,,,,,,
3157,2025-11-16,Mobile,,,,,,,,,,,,,,,,,,,,,
3042,2025-09-22,Tablet,,,,,,,,,,,,,,,,,,,,,
4291,2025-01-13,Tablet,,,,,,,,,,,,,,,,,,,,,
1065,2025-12-09,Desktop,,,,,,,,,,,,,,,,,,,,,
1074,2025-03-05,Tablet,,,,,,,,,,,,,,,,,,,,,
3323,2025-05-11,Mobile,,,,,,,,,,,,,,,,,,,,,
1835,2025-05-21,Tablet,,,,,,,,,,,,,,,,,,,,,
3707,2025-04-08,Tablet,,,,,,,,,,,,,,,,,,,,,
1142,2025-03-12,Tablet,,,,,,,,,,,,,,,,,,,,,
1351,2025-12-19,Mobile,,,,,,,,,,,,,,,,,,,,,
2657,2025-08-19,Desktop,,,,,,,,,,,,,,,,,,,,,
1193,2025-12-04,Tablet,,,,,,,,,,,,,,,,,,,,,
4592,2025-06-12,Mobile,,,,,,,,,,,,,,,,,,,,,
3608,2025-03-23,Mobile,,,,,,,,,,,,,,,,,,,,,
3558,2025-05-20,Desktop,,,,,,,,,,,,,,,,,,,,,
570,2025-09-24,Mobile,,,,,,,,,,,,,,,,,,,,,
4102,2025-04-02,Mobile,,,,,,,,,,,,,,,,,,,,,
4949,2025-08-02,Mobile,,,,,,,,,,,,,,,,,,,,,
3831,2025-11-19,Mobile,,,,,,,,,,,,,,,,,,,,,
3468,2025-02-26,Mobile,,,,,,,,,,,,,,,,,,,,,
494,2025-11-05,Mobile,,,,,,,,,,,,,,,,,,,,,
4222,2025-05-28,Tablet,,,,,,,,,,,,,,,,,,,,,
225,2025-02-19,Tablet,,,,,,,,,,,,,,,,,,,,,
1032,2025-10-23,Tablet,,,,,,,,,,,,,,,,,,,,,
3991,2025-05-02,Mobile,,,,,,,,,,,,,,,,,,,,,
105,2025-05-06,Tablet,,,,,,,,,,,,,,,,,,,,,
4600,2025-10-25,Tablet,,,,,,,,,,,,,,,,,,,,,
3753,2025-11-04,Tablet,,,,,,,,,,,,,,,,,,,,,
346,2025-08-19,Mobile,,,,,,,,,,,,,,,,,,,,,
3831,2025-06-15,Mobile,,,,,,,,,,,,,,,,,,,,,
3145,2025-11-03,Mobile,,,,,,,,,,,,,,,,,,,,,
3376,2025-01-12,Desktop,,,,,,,,,,,,,,,,,,,,,
1207,2025-08-28,Tablet,,,,,,,,,,,,,,,,,,,,,
4114,2025-07-04,Tablet,,,,,,,,,,,,,,,,,,,,,
1708,2025-05-09,Mobile,,,,,,,,,,,,,,,,,,,,,
2273,2025-09-19,Tablet,,,,,,,,,,,,,,,,,,,,,
2353,2025-09-07,Tablet,,,,,,,,,,,,,,,,,,,,,
1698,2025-02-09,Mobile,,,,,,,,,,,,,,,,,,,,,
3070,2025-06-27,Tablet,,,,,,,,,,,,,,,,,,,,,
470,2025-09-16,Desktop,,,,,,,,,,,,,,,,,,,,,
10,2025-02-08,Tablet,,,,,,,,,,,,,,,,,,,,,
4932,2025-03-18,Desktop,,,,,,,,,,,,,,,,,,,,,
4221,2025-08-06,Tablet,,,,,,,,,,,,,,,,,,,,,
1500,2025-04-26,Tablet,,,,,,,,,,,,,,,,,,,,,
1379,2025-03-23,Mobile,,,,,,,,,,,,,,,,,,,,,
891,2025-02-20,Mobile,,,,,,,,,,,,,,,,,,,,,
2920,2025-03-06,Tablet,,,,,,,,,,,,,,,,,,,,,
1969,2025-11-15,Tablet,,,,,,,,,,,,,,,,,,,,,
1375,2025-03-26,Tablet,,,,,,,,,,,,,,,,,,,,,
4814,2025-11-23,Mobile,,,,,,,,,,,,,,,,,,,,,
1448,2025-11-27,Mobile,,,,,,,,,,,,,,,,,,,,,
2796,2025-05-09,Mobile,,,,,,,,,,,,,,,,,,,,,
2713,2025-06-20,Tablet,,,,,,,,,,,,,,,,,,,,,
3042,2025-10-18,Tablet,,,,,,,,,,,,,,,,,,,,,
1821,2025-11-01,Tablet,,,,,,,,,,,,,,,,,,,,,
4032,2025-11-03,Tablet,,,,,,,,,,,,,,,,,,,,,
1490,2025-04-22,Tablet,,,,,,,,,,,,,,,,,,,,,
4514,2025-02-05,Desktop,,,,,,,,,,,,,,,,,,,,,
2020,2025-04-01,Desktop,,,,,,,,,,,,,,,,,,,,,
3193,2025-03-21,Mobile,,,,,,,,,,,,,,,,,,,,,
2533,2025-12-01,Mobile,,,,,,,,,,,,,,,,,,,,,
1953,2025-09-19,Mobile,,,,,,,,,,,,,,,,,,,,,
4586,2025-08-08,Desktop,,,,,,,,,,,,,,,,,,,,,
3562,2025-10-11,Tablet,,,,,,,,,,,,,,,,,,,,,
4179,2025-02-04,Mobile,,,,,,,,,,,,,,,,,,,,,
4192,2025-02-10,Mobile,,,,,,,,,,,,,,,,,,,,,
3236,2025-07-12,Mobile,,,,,,,,,,,,,,,,,,,,,
125,2025-07-09,Tablet,,,,,,,,,,,,,,,,,,,,,
1439,2025-07-04,Desktop,,,,,,,,,,,,,,,,,,,,,
2392,2025-07-14,Desktop,,,,,,,,,,,,,,,,,,,,,
133,2025-04-12,Tablet,,,,,,,,,,,,,,,,,,,,,
3367,2025-12-14,Mobile,,,,,,,,,,,,,,,,,,,,,
2112,2025-04-16,Desktop,,,,,,,,,,,,,,,,,,,,,
488,2025-08-25,Desktop,,,,,,,,,,,,,,,,,,,,,
701,2025-08-17,Mobile,,,,,,,,,,,,,,,,,,,,,
3107,2025-11-22,Tablet,,,,,,,,,,,,,,,,,,,,,
687,2025-04-12,Mobile,,,,,,,,,,,,,,,,,,,,,
1272,2025-12-09,Desktop,,,,,,,,,,,,,,,,,,,,,
2159,2025-10-20,Mobile,,,,,,,,,,,,,,,,,,,,,
927,2025-09-18,Desktop,,,,,,,,,,,,,,,,,,,,,
2578,2025-05-20,Desktop,,,,,,,,,,,,,,,,,,,,,
4550,2025-11-14,Desktop,,,,,,,,,,,,,,,,,,,,,
3398,2025-03-15,Tablet,,,,,,,,,,,,,,,,,,,,,
4664,2025-06-03,Mobile,,,,,,,,,,,,,,,,,,,,,
891,2025-04-24,Tablet,,,,,,,,,,,,,,,,,,,,,
2003,2025-04-09,Mobile,,,,,,,,,,,,,,,,,,,,,
810,2025-03-25,Desktop,,,,,,,,,,,,,,,,,,,,,
2004,2025-06-12,Mobile,,,,,,,,,,,,,,,,,,,,,
4561,2025-11-04,Tablet,,,,,,,,,,,,,,,,,,,,,
4303,2025-09-24,Tablet,,,,,,,,,,,,,,,,,,,,,
655,2025-08-05,Mobile,,,,,,,,,,,,,,,,,,,,,
2879,2025-12-12,Mobile,,,,,,,,,,,,,,,,,,,,,
1011,2025-06-02,Desktop,,,,,,,,,,,,,,,,,,,,,
2815,2025-05-27,Mobile,,,,,,,,,,,,,,,,,,,,,
1789,2025-12-10,Mobile,,,,,,,,,,,,,,,,,,,,,
